lambda,j,allowed,abs_W,arg_W,real_W,imag_W,real_lambda12_W,imag_lambda12_W,abs_lambda12_W,S_int,S_ext,closure_error,elapsed_seconds
1,1.5,true,1.5418217422500218e-6,1.9771741074792268,-6.094585564348913e-7,1.4162537035655692e-6,-6.094585564348913e-7,1.4162537035655692e-6,1.5418217422500218e-6,6.59058035826409,9.117382909684878,4.002966042486721e-16,11.066840667
